,Company_Name,Past_Rating,Present_Rating,Future_Rating,Overall_Rating,PastContribution,PresentContribution,FutureContribution,CIR,reduced_scope12_calc,5yr_Change,Transition_Invest,total_induced,induced_scope12,total_induced_n-5,induced_scope12_n-5,GICS4,marketCap_bin_no,marketCap_class,HQ_Region,HQ_SubRegion_ord,vol_bin_no,vol_class,gas_bin_no,gas_class
63,No_64,15,11,7,11.0,4.5,4.4,2.1,0.007920042993299844,-126899.90853232495,5.96612813811818,0.2805,16022628.745788256,1040630.0,2484356.907444554,381032.8116375656,Oil & Gas Exploration & Production,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Europe,g5: Northern Europe,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,1,g1: 0%<gas in the mix<33%
64,No_65,7,14,11,11.0,2.1,5.6000000000000005,3.3,0.013993639986869708,-731224.9677419353,0.03161342956406821,,44941011.02865748,7967398.0,44278326.238267615,8426791.0,Oil & Gas Refining & Marketing,0,g0: Company not quoted,Asia,g2: Eastern Asia,2,g2: 10 Mtoe <= Volume managed < 27 Mtoe,0,g0: No gas
65,No_66,15,5,15,11.0,4.5,2.0,4.5,0.0,0.0,1.0881554836751621,,96215584.48284581,49534349.965092726,46076829.63986283,20252266.277807202,Oil & Gas Storage & Transportation,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Americas,g4: Northern America,2,g2: 10 Mtoe <= Volume managed < 27 Mtoe,3,g2: 67%<=gas in the mix<100%
66,No_67,9,13,11,11.2,2.6999999999999997,5.2,3.3,0.0024204573438159653,-66652.52419056126,0.16007596225960952,,59842636.828781515,13268236.310542647,50371441.744204246,11456385.0,Oil & Gas Exploration & Production,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Americas,g4: Northern America,2,g2: 10 Mtoe <= Volume managed < 27 Mtoe,1,g1: 0%<gas in the mix<33%
67,No_68,7,14,12,11.299999999999999,2.1,5.6000000000000005,3.5999999999999996,0.0,0.0,0.005524861878453136,,13069199.630616829,5673385.675034411,12997390.841437615,5642213.226270486,Oil & Gas Refining & Marketing,0,g0: Company not quoted,Europe,g5: Northern Europe,0,g0: 0 Mtoe <= Volume managed < 5 Mtoe,0,g0: No gas
68,No_69,9,14,10,11.3,2.6999999999999997,5.6000000000000005,3.0,0.0,0.0,0.14298817910905925,0.07652173913043478,9419644.421970567,2542000.0,8044296.777338707,1990000.0,Oil & Gas Refining & Marketing,2,"g1: 1,000 MEUR<= market cap < 10,000 MEUR",Europe,g5: Southern Europe,0,g0: 0 Mtoe <= Volume managed < 5 Mtoe,0,g0: No gas
69,No_70,11,12,11,11.400000000000002,3.3,4.800000000000001,3.3,0.0,0.0,0.4802687574419,,53478964.89005849,8881005.890058484,36340279.20235411,6943000.0,Integrated Oil & Gas,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Americas,g4: Northern America,2,g2: 10 Mtoe <= Volume managed < 27 Mtoe,1,g1: 0%<gas in the mix<33%
70,No_71,10,13,11,11.5,3.0,5.2,3.3,0.0,0.0,0.2654301914737267,0.02897196261682243,36502965.927803956,12993575.671118336,26310757.48209668,7913786.182826793,Oil & Gas Refining & Marketing,2,"g1: 1,000 MEUR<= market cap < 10,000 MEUR",Europe,g5: Eastern Europe,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,1,g1: 0%<gas in the mix<33%
71,No_72,13,10,12,11.5,3.9,4.0,3.5999999999999996,0.10598596270169308,-2847298.0734713413,0.7876651313051282,,26864860.221964628,1590000.0,16624996.09149868,2500000.0,Oil & Gas Exploration & Production,0,g0: Company not quoted,Asia,g2: Southern Asia,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,1,g1: 0%<gas in the mix<33%
72,No_73,9,14,11,11.6,2.6999999999999997,5.6000000000000005,3.3,0.0004245829304974801,-9134.822514017349,0.1496702154741265,,21514813.380071964,3465531.0,19166684.83342936,4122923.1438336847,Integrated Oil & Gas,0,g0: Company not quoted,Asia,g2: Western Asia,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,0,g0: No gas
73,No_74,11,11,13,11.600000000000001,3.3,4.4,3.9,0.0,-1605749.88688554,0.45995719802334456,,32120263.19326171,1644904.828691645,22777077.206423625,2200000.0,Oil & Gas Exploration & Production,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Americas,g4: Northern America,2,g2: 10 Mtoe <= Volume managed < 27 Mtoe,1,g1: 0%<gas in the mix<33%
74,No_75,14,8,14,11.600000000000001,4.2,3.2,4.2,0.0,0.0,0.9121825543406397,,28068677.523830373,2382916.0,15845463.976704225,2484122.8907821877,Oil & Gas Exploration & Production,2,"g1: 1,000 MEUR<= market cap < 10,000 MEUR",Americas,g4: Northern America,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,2,g1: 33%<=gas in the mix<67%
75,No_76,6,15,13,11.7,1.7999999999999998,6.0,3.9,0.0,0.0,-0.021740772399220676,,440173.8451666799,0.240224156669232,449956.24140057864,0.24543057221919773,Oil & Gas Storage & Transportation,0,g0: Company not quoted,Europe,g5: Western Europe,0,g0: 0 Mtoe <= Volume managed < 5 Mtoe,0,g0: No gas
76,No_77,15,12,8,11.700000000000001,4.5,4.800000000000001,2.4,0.0,0.0,4.102190479607961,,8498423.437800106,301020.3,1625512.8160978784,20298.0,Oil & Gas Exploration & Production,2,"g1: 1,000 MEUR<= market cap < 10,000 MEUR",Europe,g5: Northern Europe,0,g0: 0 Mtoe <= Volume managed < 5 Mtoe,1,g1: 0%<gas in the mix<33%
77,No_78,15,12,9,12.0,4.5,4.800000000000001,2.6999999999999997,0.0,0.0,,,25819642.39429393,3405100.0,3997236.0,3997236.0,Integrated Oil & Gas,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Europe,g5: Southern Europe,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,1,g1: 0%<gas in the mix<33%
78,No_79,15,9,13,12.0,4.5,3.6,3.9,0.0,0.0,1.9553859503254105,0.0,29397524.52623576,1339479.5262357602,9947101.67144121,442228.08278376,Oil & Gas Exploration & Production,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Americas,g4: Northern America,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,2,g1: 33%<=gas in the mix<67%
79,No_80,11,13,12,12.100000000000001,3.3,5.2,3.5999999999999996,,0.0,0.46838417646270947,,98184597.55234727,38404032.20662023,66865742.03548749,22296515.934958674,Oil & Gas Refining & Marketing,4,"g4: Market cap >= 100,000 MEUR",Asia,g2: Southern Asia,2,g2: 10 Mtoe <= Volume managed < 27 Mtoe,1,g1: 0%<gas in the mix<33%
80,No_81,9,14,13,12.2,2.6999999999999997,5.6000000000000005,3.9,0.0,0.0,0.12820406741214652,,22483091.447696887,6269000.0,22777540.674392518,8751443.627542613,Oil & Gas Refining & Marketing,2,"g1: 1,000 MEUR<= market cap < 10,000 MEUR",Americas,g4: Northern America,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,0,g0: No gas
81,No_82,9,14,13,12.2,2.6999999999999997,5.6000000000000005,3.9,0.0,0.0,0.15616782213722225,,8816520.706437487,1264946.0,7300434.853611373,768879.0,Oil & Gas Exploration & Production,2,"g1: 1,000 MEUR<= market cap < 10,000 MEUR",Europe,g5: Northern Europe,0,g0: 0 Mtoe <= Volume managed < 5 Mtoe,0,g0: No gas
82,No_83,15,8,15,12.2,4.5,3.2,4.5,0.0,0.0,,0.0,30176518.044677895,1515902.8767282036,0.0,0.0,Oil & Gas Exploration & Production,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Americas,g4: Northern America,2,g2: 10 Mtoe <= Volume managed < 27 Mtoe,2,g1: 33%<=gas in the mix<67%
83,No_84,15,9,14,12.3,4.5,3.6,4.2,0.0,0.0,2.1058869651390273,,258930972.07385996,95338452.56999698,83367802.81450763,39970093.89846958,Oil & Gas Storage & Transportation,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Americas,g4: Northern America,3,g3: Volume managed >= 27 Mtoe,2,g1: 33%<=gas in the mix<67%
84,No_85,15,13,10,12.7,4.5,5.2,3.0,0.0,0.0,0.982967735281137,,95644765.54616964,19781262.561868753,49073101.80619047,14818675.845377363,Oil & Gas Refining & Marketing,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Asia,g2: Eastern Asia,2,g2: 10 Mtoe <= Volume managed < 27 Mtoe,1,g1: 0%<gas in the mix<33%
85,No_86,12,14,12,12.799999999999999,3.5999999999999996,5.6000000000000005,3.5999999999999996,0.0021625347089475433,-71831.92401085563,0.6054623268682577,,33216541.548974533,1119790.0,24677012.058843326,5463049.28488757,Oil & Gas Storage & Transportation,2,"g1: 1,000 MEUR<= market cap < 10,000 MEUR",Americas,g4: Northern America,2,g2: 10 Mtoe <= Volume managed < 27 Mtoe,0,g0: No gas
86,No_87,15,12,12,12.9,4.5,4.800000000000001,3.5999999999999996,0.00021217102064707076,-10779.956680289471,1.09228964245121,,48960393.75661983,437902.2554161916,27469015.473524477,2969076.118709626,Oil & Gas Storage & Transportation,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Americas,g4: Northern America,2,g2: 10 Mtoe <= Volume managed < 27 Mtoe,1,g1: 0%<gas in the mix<33%
87,No_88,15,12,12,12.9,4.5,4.800000000000001,3.5999999999999996,0.0,0.0,,,426634969.23788786,95243977.12629104,0.0,0.0,Oil & Gas Refining & Marketing,0,g0: Company not quoted,Asia,g2: Eastern Asia,3,g3: Volume managed >= 27 Mtoe,1,g1: 0%<gas in the mix<33%
88,No_89,15,12,14,13.5,4.5,4.800000000000001,4.2,0.0,0.0,2.1857972822685867,,16881707.186286688,2495027.4027970643,5299052.541806843,1858077.436150855,Oil & Gas Storage & Transportation,1,"g1: 0 MEUR < market cap < 1,000 MEUR",Americas,g4: Northern America,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,1,g1: 0%<gas in the mix<33%
89,No_90,15,15,11,13.8,4.5,6.0,3.3,0.0,0.0,,,4420141.608229093,242000.0,0.0,0.0,Oil & Gas Refining & Marketing,0,g0: Company not quoted,Europe,g5: Western Europe,0,g0: 0 Mtoe <= Volume managed < 5 Mtoe,0,g0: No gas
90,No_91,15,15,11,13.8,4.5,6.0,3.3,0.0,0.0,,,4694012.666561989,266000.0,0.0,0.0,Oil & Gas Refining & Marketing,2,"g1: 1,000 MEUR<= market cap < 10,000 MEUR",Europe,g5: Western Europe,0,g0: 0 Mtoe <= Volume managed < 5 Mtoe,0,g0: No gas
91,No_92,15,14,13,14.0,4.5,5.6000000000000005,3.9,0.0,0.0,4.963409008614945,0.0,24445113.487839106,981436.1213235294,4097006.696338541,174413.0,Oil & Gas Exploration & Production,3,"g2: 10,000 MEUR<= market cap < 100,000 MEUR",Americas,g4: Northern America,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,1,g1: 0%<gas in the mix<33%
92,No_93,15,14,13,14.0,4.5,5.6000000000000005,3.9,0.0,0.0,,,2449042.4497698112,609125.4772878726,0.0,0.0,Oil & Gas Refining & Marketing,0,g0: Company not quoted,Americas,g4: Latin America,0,g0: 0 Mtoe <= Volume managed < 5 Mtoe,0,g0: No gas
93,No_94,13,15,15,14.4,3.9,6.0,4.5,0.0,0.0,0.771163918026966,,24988517.399196368,10066048.84859387,14108528.942387769,5690605.4489348065,Oil & Gas Refining & Marketing,2,"g1: 1,000 MEUR<= market cap < 10,000 MEUR",Americas,g4: Northern America,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,0,g0: No gas
94,No_95,15,15,15,15.0,4.5,6.0,4.5,0.0,0.0,4.903929732317072,,9681260.536481678,1037822.8864940732,1639799.417579136,247299.32499653334,Oil & Gas Refining & Marketing,2,"g1: 1,000 MEUR<= market cap < 10,000 MEUR",Americas,g4: Northern America,0,g0: 0 Mtoe <= Volume managed < 5 Mtoe,0,g0: No gas
95,No_96,15,15,15,15.0,4.5,6.0,4.5,0.0,0.0,14.037200814053813,,24657993.136905953,6548230.1247999985,1639799.417579136,247299.32499653334,Oil & Gas Refining & Marketing,0,g0: Company not quoted,Asia,g2: Eastern Asia,1,g1: 5 Mtoe <= Volume managed < 10 Mtoe,0,g0: No gas
